Fecha,Hora,Frecuencia (MHz),Nivel (dBuV)
2026-05-04,14:41:25.725,102.193548,40.8
2026-05-04,14:41:25.725,102.258065,41.5
2026-05-04,14:41:25.725,102.322581,38.8
2026-05-04,14:41:25.725,102.387097,41.4
2026-05-04,14:41:25.725,102.451613,40.5
2026-05-04,14:41:25.725,102.516129,38.9
2026-05-04,14:41:25.725,102.580645,34.1
2026-05-04,14:41:25.725,102.645161,40.8
2026-05-04,14:41:25.725,102.709677,39.7
2026-05-04,14:41:25.725,102.774194,39.2
2026-05-04,14:41:25.725,102.83871,41.2
2026-05-04,14:41:25.725,102.903226,40.2
2026-05-04,14:41:25.725,102.967742,41.8
2026-05-04,14:41:25.725,103.032258,41.3
2026-05-04,14:41:25.725,103.096774,42.2
2026-05-04,14:41:25.725,103.16129,42.6
2026-05-04,14:41:25.725,103.225806,42.1
2026-05-04,14:41:25.725,103.290323,39.7
2026-05-04,14:41:25.725,103.354839,41.6
2026-05-04,14:41:25.725,103.419355,43.3
2026-05-04,14:41:25.725,103.483871,39.9
2026-05-04,14:41:25.725,103.548387,40.3
2026-05-04,14:41:25.725,103.612903,37.8
2026-05-04,14:41:25.725,103.677419,40.9
2026-05-04,14:41:25.725,103.741935,37.7
2026-05-04,14:41:25.725,103.806452,42.5
2026-05-04,14:41:25.725,103.870968,33.8
2026-05-04,14:41:25.725,103.935484,40.2
2026-05-04,14:41:25.725,104.0,32.7
2026-05-04,14:41:26.476,100.0,31.6
2026-05-04,14:41:26.476,100.063492,33.8
2026-05-04,14:41:26.476,100.126984,35.0
2026-05-04,14:41:26.476,100.190476,29.1
2026-05-04,14:41:26.476,100.253968,34.8
2026-05-04,14:41:26.476,100.31746,37.5
2026-05-04,14:41:26.476,100.380952,43.3
2026-05-04,14:41:26.476,100.444444,16.0
2026-05-04,14:41:26.476,100.507937,45.4
2026-05-04,14:41:26.476,100.571429,30.3
2026-05-04,14:41:26.476,100.634921,23.7
2026-05-04,14:41:26.476,100.698413,38.9
2026-05-04,14:41:26.476,100.761905,41.4
2026-05-04,14:41:26.476,100.825397,35.4
2026-05-04,14:41:26.476,100.888889,43.2
2026-05-04,14:41:26.476,100.952381,41.7
2026-05-04,14:41:26.476,101.015873,40.0
2026-05-04,14:41:26.476,101.079365,44.3
2026-05-04,14:41:26.476,101.142857,34.0
2026-05-04,14:41:26.476,101.206349,44.2
2026-05-04,14:41:26.476,101.269841,40.9
2026-05-04,14:41:26.476,101.333333,31.6
2026-05-04,14:41:26.476,101.396825,42.1
2026-05-04,14:41:26.476,101.460317,38.6
2026-05-04,14:41:26.476,101.52381,41.5
2026-05-04,14:41:26.476,101.587302,25.2
2026-05-04,14:41:26.476,101.650794,42.5
2026-05-04,14:41:26.476,101.714286,21.7
2026-05-04,14:41:26.476,101.777778,37.3
2026-05-04,14:41:26.476,101.84127,43.2
2026-05-04,14:41:26.476,101.904762,30.9
2026-05-04,14:41:26.476,101.968254,37.5
2026-05-04,14:41:26.476,102.031746,25.8
2026-05-04,14:41:26.476,102.095238,43.3
2026-05-04,14:41:26.476,102.15873,22.8
2026-05-04,14:41:26.476,102.222222,20.5
2026-05-04,14:41:26.476,102.285714,42.2
2026-05-04,14:41:26.476,102.349206,32.9
2026-05-04,14:41:26.476,102.412698,42.0
2026-05-04,14:41:26.476,102.47619,24.1
2026-05-04,14:41:26.476,102.539683,41.9
2026-05-04,14:41:26.476,102.603175,18.6
2026-05-04,14:41:26.476,102.666667,39.2
2026-05-04,14:41:26.476,102.730159,17.6
2026-05-04,14:41:26.476,102.793651,40.5
2026-05-04,14:41:26.476,102.857143,18.1
2026-05-04,14:41:26.476,102.920635,42.4
2026-05-04,14:41:26.476,102.984127,22.7
2026-05-04,14:41:26.476,103.047619,42.2
2026-05-04,14:41:26.476,103.111111,41.5
2026-05-04,14:41:26.476,103.174603,41.4
2026-05-04,14:41:26.476,103.238095,42.2
2026-05-04,14:41:26.476,103.301587,39.7
2026-05-04,14:41:26.476,103.365079,36.6
2026-05-04,14:41:26.476,103.428571,40.0
2026-05-04,14:41:26.476,103.492063,35.6
2026-05-04,14:41:26.476,103.555556,29.6
2026-05-04,14:41:26.476,103.619048,43.9
2026-05-04,14:41:26.476,103.68254,22.4
2026-05-04,14:41:26.476,103.746032,40.5
2026-05-04,14:41:26.476,103.809524,22.5
2026-05-04,14:41:26.476,103.873016,38.0
2026-05-04,14:41:26.476,103.936508,13.5
2026-05-04,14:41:26.476,104.0,35.9
2026-05-04,14:41:27.256,100.0,36.4
2026-05-04,14:41:27.256,100.011696,38.9
2026-05-04,14:41:27.256,100.023392,41.1
2026-05-04,14:41:27.256,100.035088,34.4
2026-05-04,14:41:27.256,100.046784,39.1
2026-05-04,14:41:27.256,100.05848,31.7
2026-05-04,14:41:27.256,100.070175,42.5
2026-05-04,14:41:27.256,100.081871,21.0
2026-05-04,14:41:27.256,100.093567,32.7
2026-05-04,14:41:27.256,100.105263,40.5
2026-05-04,14:41:27.256,100.116959,19.3
2026-05-04,14:41:27.256,100.128655,40.9
2026-05-04,14:41:27.256,100.140351,18.0
2026-05-04,14:41:27.256,100.152047,36.8
2026-05-04,14:41:27.256,100.163743,42.3
2026-05-04,14:41:27.256,100.175439,33.1
2026-05-04,14:41:27.256,100.187135,41.8
2026-05-04,14:41:27.256,100.19883,34.0
2026-05-04,14:41:27.256,100.210526,38.8
2026-05-04,14:41:27.256,100.222222,39.0
2026-05-04,14:41:27.256,100.233918,26.1
2026-05-04,14:41:27.256,100.245614,36.1
2026-05-04,14:41:27.256,100.25731,24.8
2026-05-04,14:41:27.256,100.269006,37.8
2026-05-04,14:41:27.256,100.280702,30.7
2026-05-04,14:41:27.256,100.292398,29.9
2026-05-04,14:41:27.256,100.304094,33.5
2026-05-04,14:41:27.256,100.315789,29.3
2026-05-04,14:41:27.256,100.327485,29.1
2026-05-04,14:41:27.256,100.339181,41.6
2026-05-04,14:41:27.256,100.350877,38.0
2026-05-04,14:41:27.256,100.362573,41.8
2026-05-04,14:41:27.256,100.374269,26.9
2026-05-04,14:41:27.256,100.385965,32.6
2026-05-04,14:41:27.256,100.397661,40.9
2026-05-04,14:41:27.256,100.409357,40.0
2026-05-04,14:41:27.256,100.421053,30.3
2026-05-04,14:41:27.256,100.432749,38.7
2026-05-04,14:41:27.256,100.444444,34.2
2026-05-04,14:41:27.256,100.45614,39.3
2026-05-04,14:41:27.256,100.467836,38.1
2026-05-04,14:41:27.256,100.479532,27.1
2026-05-04,14:41:27.256,100.491228,38.9
2026-05-04,14:41:27.256,100.502924,37.3
2026-05-04,14:41:27.256,100.51462,28.7
2026-05-04,14:41:27.256,100.526316,41.6
2026-05-04,14:41:27.256,100.538012,35.8
2026-05-04,14:41:27.256,100.549708,39.7
2026-05-04,14:41:27.256,100.561404,45.2
2026-05-04,14:41:27.256,100.573099,30.4
2026-05-04,14:41:27.256,100.584795,43.4
2026-05-04,14:41:27.256,100.596491,32.6
2026-05-04,14:41:27.256,100.608187,40.6
2026-05-04,14:41:27.256,100.619883,39.9
2026-05-04,14:41:27.256,100.631579,40.8
2026-05-04,14:41:27.256,100.643275,32.4
2026-05-04,14:41:27.256,100.654971,43.4
2026-05-04,14:41:27.256,100.666667,34.3
2026-05-04,14:41:27.256,100.678363,42.0
2026-05-04,14:41:27.256,100.690058,42.8
2026-05-04,14:41:27.256,100.701754,39.2
2026-05-04,14:41:27.256,100.71345,41.3
2026-05-04,14:41:27.256,100.725146,11.3
2026-05-04,14:41:27.256,100.736842,12.0
2026-05-04,14:41:27.256,100.748538,14.4
2026-05-04,14:41:27.256,100.760234,13.5
2026-05-04,14:41:27.256,100.77193,13.8
2026-05-04,14:41:27.256,100.783626,11.2
2026-05-04,14:41:27.256,100.795322,13.1
2026-05-04,14:41:27.256,100.807018,11.6
2026-05-04,14:41:27.256,100.818713,13.2
2026-05-04,14:41:27.256,100.830409,12.5
2026-05-04,14:41:27.256,100.842105,12.5
2026-05-04,14:41:27.256,100.853801,11.4
2026-05-04,14:41:27.256,100.865497,10.4
2026-05-04,14:41:27.256,100.877193,25.3
2026-05-04,14:41:27.256,100.888889,13.7
2026-05-04,14:41:27.256,100.900585,10.0
2026-05-04,14:41:27.256,100.912281,12.6
2026-05-04,14:41:27.256,100.923977,11.1
2026-05-04,14:41:27.256,100.935673,11.2
2026-05-04,14:41:27.256,100.947368,13.2
2026-05-04,14:41:27.256,100.959064,12.2
2026-05-04,14:41:27.256,100.97076,13.5
2026-05-04,14:41:27.256,100.982456,12.4
2026-05-04,14:41:27.256,100.994152,23.1
2026-05-04,14:41:27.256,101.005848,16.0
2026-05-04,14:41:27.256,101.017544,12.2
2026-05-04,14:41:27.256,101.02924,13.7
2026-05-04,14:41:27.256,101.040936,13.9
2026-05-04,14:41:27.256,101.052632,55.5
2026-05-04,14:41:27.256,101.064327,25.3
2026-05-04,14:41:27.256,101.076023,17.4
2026-05-04,14:41:27.256,101.087719,31.5
2026-05-04,14:41:27.256,101.099415,31.9
2026-05-04,14:41:27.256,101.111111,11.9
2026-05-04,14:41:27.256,101.122807,35.5
2026-05-04,14:41:27.256,101.134503,31.0
2026-05-04,14:41:27.256,101.146199,12.7
2026-05-04,14:41:27.256,101.157895,12.6
2026-05-04,14:41:27.256,101.169591,30.7
2026-05-04,14:41:27.256,101.181287,19.6
2026-05-04,14:41:27.256,101.192982,19.5
2026-05-04,14:41:27.256,101.204678,30.9
2026-05-04,14:41:27.256,101.216374,32.8
2026-05-04,14:41:27.256,101.22807,31.9
2026-05-04,14:41:27.256,101.239766,28.8
2026-05-04,14:41:27.256,101.251462,11.2
2026-05-04,14:41:27.256,101.263158,12.1
2026-05-04,14:41:27.256,101.274854,36.2
2026-05-04,14:41:27.256,101.28655,11.4
2026-05-04,14:41:27.256,101.298246,11.2
2026-05-04,14:41:27.256,101.309942,33.8
2026-05-04,14:41:27.256,101.321637,31.6
2026-05-04,14:41:27.256,101.333333,26.3
2026-05-04,14:41:27.256,101.345029,21.6
2026-05-04,14:41:27.256,101.356725,34.0
2026-05-04,14:41:27.256,101.368421,30.4
2026-05-04,14:41:27.256,101.380117,32.9
2026-05-04,14:41:27.256,101.391813,40.6
2026-05-04,14:41:27.256,101.403509,27.0
2026-05-04,14:41:27.256,101.415205,53.5
2026-05-04,14:41:27.256,101.426901,56.9
2026-05-04,14:41:27.256,101.438596,59.1
2026-05-04,14:41:27.256,101.450292,57.1
2026-05-04,14:41:27.256,101.461988,54.2
2026-05-04,14:41:27.256,101.473684,58.3
2026-05-04,14:41:27.256,101.48538,58.3
2026-05-04,14:41:27.256,101.497076,59.3
2026-05-04,14:41:27.256,101.508772,56.5
2026-05-04,14:41:27.256,101.520468,57.3
2026-05-04,14:41:27.256,101.532164,59.1
2026-05-04,14:41:27.256,101.54386,56.9
2026-05-04,14:41:27.256,101.555556,55.9
2026-05-04,14:41:27.256,101.567251,56.0
2026-05-04,14:41:27.256,101.578947,55.0
2026-05-04,14:41:27.256,101.590643,56.9
2026-05-04,14:41:27.256,101.602339,56.6
2026-05-04,14:41:27.256,101.614035,57.9
2026-05-04,14:41:27.256,101.625731,56.9
2026-05-04,14:41:27.256,101.637427,54.1
2026-05-04,14:41:27.256,101.649123,57.7
2026-05-04,14:41:27.256,101.660819,55.3
2026-05-04,14:41:27.256,101.672515,60.7
2026-05-04,14:41:27.256,101.684211,59.2
2026-05-04,14:41:27.256,101.695906,62.1
2026-05-04,14:41:27.256,101.707602,64.6
2026-05-04,14:41:27.256,101.719298,63.5
2026-05-04,14:41:27.256,101.730994,57.5
2026-05-04,14:41:27.256,101.74269,63.6
2026-05-04,14:41:27.256,101.754386,55.3
2026-05-04,14:41:27.256,101.766082,63.5
2026-05-04,14:41:27.256,101.777778,59.8
2026-05-04,14:41:27.256,101.789474,58.3
2026-05-04,14:41:27.256,101.80117,58.5
2026-05-04,14:41:27.256,101.812865,56.2
2026-05-04,14:41:27.256,101.824561,54.5
2026-05-04,14:41:27.256,101.836257,57.4
2026-05-04,14:41:27.256,101.847953,57.3
2026-05-04,14:41:27.256,101.859649,57.6
2026-05-04,14:41:27.256,101.871345,63.4
2026-05-04,14:41:27.256,101.883041,61.4
2026-05-04,14:41:27.256,101.894737,63.1
2026-05-04,14:41:27.256,101.906433,60.8
2026-05-04,14:41:27.256,101.918129,59.3
2026-05-04,14:41:27.256,101.929825,57.3
2026-05-04,14:41:27.256,101.94152,59.4
2026-05-04,14:41:27.256,101.953216,58.8
2026-05-04,14:41:27.256,101.964912,59.0
2026-05-04,14:41:27.256,101.976608,54.8
2026-05-04,14:41:27.256,101.988304,54.9
2026-05-04,14:41:27.256,102.0,55.8
2026-05-04,14:41:27.256,102.011696,58.1
2026-05-04,14:41:27.256,102.023392,55.8
2026-05-04,14:41:27.256,102.035088,57.6
2026-05-04,14:41:27.256,102.046784,57.8
2026-05-04,14:41:27.256,102.05848,57.3
2026-05-04,14:41:27.256,102.070175,57.3
2026-05-04,14:41:27.256,102.081871,56.0
2026-05-04,14:41:27.256,102.093567,55.6
2026-05-04,14:41:27.256,102.105263,57.0
2026-05-04,14:41:27.256,102.116959,56.3
2026-05-04,14:41:27.256,102.128655,51.6
2026-05-04,14:41:27.256,102.140351,17.6
2026-05-04,14:41:27.256,102.152047,22.1
2026-05-04,14:41:27.256,102.163743,24.2
2026-05-04,14:41:27.256,102.175439,28.7
2026-05-04,14:41:27.256,102.187135,27.4
2026-05-04,14:41:27.256,102.19883,24.5
2026-05-04,14:41:27.256,102.210526,26.9
2026-05-04,14:41:27.256,102.222222,24.1
2026-05-04,14:41:27.256,102.233918,23.6
2026-05-04,14:41:27.256,102.245614,19.6
2026-05-04,14:41:27.256,102.25731,18.9
2026-05-04,14:41:27.256,102.269006,28.7
2026-05-04,14:41:27.256,102.280702,21.2
2026-05-04,14:41:27.256,102.292398,19.4
2026-05-04,14:41:27.256,102.304094,18.2
2026-05-04,14:41:27.256,102.315789,18.8
2026-05-04,14:41:27.256,102.327485,17.2
2026-05-04,14:41:27.256,102.339181,19.7
2026-05-04,14:41:27.256,102.350877,26.7
2026-05-04,14:41:27.256,102.362573,20.2
2026-05-04,14:41:27.256,102.374269,16.4
2026-05-04,14:41:27.256,102.385965,20.1
2026-05-04,14:41:27.256,102.397661,17.7
2026-05-04,14:41:27.256,102.409357,19.8
2026-05-04,14:41:27.256,102.421053,19.5
2026-05-04,14:41:27.256,102.432749,17.0
2026-05-04,14:41:27.256,102.444444,17.6
2026-05-04,14:41:27.256,102.45614,20.4
2026-05-04,14:41:27.256,102.467836,18.6
2026-05-04,14:41:27.256,102.479532,18.0
2026-05-04,14:41:27.256,102.491228,15.3
2026-05-04,14:41:27.256,102.502924,15.9
2026-05-04,14:41:27.256,102.51462,14.7
2026-05-04,14:41:27.256,102.526316,20.5
2026-05-04,14:41:27.256,102.538012,24.2
2026-05-04,14:41:27.256,102.549708,20.0
2026-05-04,14:41:27.256,102.561404,19.6
2026-05-04,14:41:27.256,102.573099,25.9
2026-05-04,14:41:27.256,102.584795,31.9
2026-05-04,14:41:27.256,102.596491,34.9
2026-05-04,14:41:27.256,102.608187,17.5
2026-05-04,14:41:27.256,102.619883,30.0
2026-05-04,14:41:27.256,102.631579,22.4
2026-05-04,14:41:27.256,102.643275,31.5
2026-05-04,14:41:27.256,102.654971,14.7
2026-05-04,14:41:27.256,102.666667,26.0
2026-05-04,14:41:27.256,102.678363,30.9
2026-05-04,14:41:27.256,102.690058,14.9
2026-05-04,14:41:27.256,102.701754,21.6
2026-05-04,14:41:27.256,102.71345,29.6
2026-05-04,14:41:27.256,102.725146,20.9
2026-05-04,14:41:27.256,102.736842,15.9
2026-05-04,14:41:27.256,102.748538,28.9
2026-05-04,14:41:27.256,102.760234,24.2
2026-05-04,14:41:27.256,102.77193,17.3
2026-05-04,14:41:27.256,102.783626,25.2
2026-05-04,14:41:27.256,102.795322,21.3
2026-05-04,14:41:27.256,102.807018,19.2
2026-05-04,14:41:27.256,102.818713,23.3
2026-05-04,14:41:27.256,102.830409,16.9
2026-05-04,14:41:27.256,102.842105,23.8
2026-05-04,14:41:27.256,102.853801,17.4
2026-05-04,14:41:27.256,102.865497,16.1
2026-05-04,14:41:27.256,102.877193,63.8
2026-05-04,14:41:27.256,102.888889,63.5
2026-05-04,14:41:27.256,102.900585,62.9
2026-05-04,14:41:27.256,102.912281,62.8
2026-05-04,14:41:27.256,102.923977,62.4
2026-05-04,14:41:27.256,102.935673,63.9
2026-05-04,14:41:27.256,102.947368,63.1
2026-05-04,14:41:27.256,102.959064,63.2
2026-05-04,14:41:27.256,102.97076,62.3
2026-05-04,14:41:27.256,102.982456,63.3
2026-05-04,14:41:27.256,102.994152,63.0
2026-05-04,14:41:27.256,103.005848,62.5
2026-05-04,14:41:27.256,103.017544,63.7
2026-05-04,14:41:27.256,103.02924,63.2
2026-05-04,14:41:27.256,103.040936,63.6
2026-05-04,14:41:27.256,103.052632,64.3
2026-05-04,14:41:27.256,103.064327,64.0
2026-05-04,14:41:27.256,103.076023,64.3
2026-05-04,14:41:27.256,103.087719,64.6
2026-05-04,14:41:27.256,103.099415,64.3
2026-05-04,14:41:27.256,103.111111,63.6
2026-05-04,14:41:27.256,103.122807,65.5
2026-05-04,14:41:27.256,103.134503,65.7
2026-05-04,14:41:27.256,103.146199,65.3
2026-05-04,14:41:27.256,103.157895,65.3
2026-05-04,14:41:27.256,103.169591,64.7
2026-05-04,14:41:27.256,103.181287,63.7
2026-05-04,14:41:27.256,103.192982,63.4
2026-05-04,14:41:27.256,103.204678,64.0
2026-05-04,14:41:27.256,103.216374,64.1
2026-05-04,14:41:27.256,103.22807,63.2
2026-05-04,14:41:27.256,103.239766,64.2
2026-05-04,14:41:27.256,103.251462,64.2
2026-05-04,14:41:27.256,103.263158,64.7
2026-05-04,14:41:27.256,103.274854,65.2
2026-05-04,14:41:27.256,103.28655,63.2
2026-05-04,14:41:27.256,103.298246,64.3
2026-05-04,14:41:27.256,103.309942,64.2
2026-05-04,14:41:27.256,103.321637,64.2
2026-05-04,14:41:27.256,103.333333,63.7
2026-05-04,14:41:27.256,103.345029,65.1
2026-05-04,14:41:27.256,103.356725,63.7
2026-05-04,14:41:27.256,103.368421,64.4
2026-05-04,14:41:27.256,103.380117,64.1
2026-05-04,14:41:27.256,103.391813,63.6
2026-05-04,14:41:27.256,103.403509,62.3
2026-05-04,14:41:27.256,103.415205,62.7
2026-05-04,14:41:27.256,103.426901,63.8
2026-05-04,14:41:27.256,103.438596,64.6
2026-05-04,14:41:27.256,103.450292,63.2
2026-05-04,14:41:27.256,103.461988,64.7
2026-05-04,14:41:27.256,103.473684,62.8
2026-05-04,14:41:27.256,103.48538,63.0
2026-05-04,14:41:27.256,103.497076,65.1
2026-05-04,14:41:27.256,103.508772,63.5
2026-05-04,14:41:27.256,103.520468,65.9
2026-05-04,14:41:27.256,103.532164,65.1
2026-05-04,14:41:27.256,103.54386,65.5
2026-05-04,14:41:27.256,103.555556,66.2
2026-05-04,14:41:27.256,103.567251,65.7
2026-05-04,14:41:27.256,103.578947,63.7
2026-05-04,14:41:27.256,103.590643,64.6
2026-05-04,14:41:27.256,103.602339,64.7
2026-05-04,14:41:27.256,103.614035,64.8
2026-05-04,14:41:27.256,103.625731,13.3
2026-05-04,14:41:27.256,103.637427,17.5
2026-05-04,14:41:27.256,103.649123,16.7
2026-05-04,14:41:27.256,103.660819,11.7
2026-05-04,14:41:27.256,103.672515,12.3
2026-05-04,14:41:27.256,103.684211,13.6
2026-05-04,14:41:27.256,103.695906,12.5
2026-05-04,14:41:27.256,103.707602,11.7
2026-05-04,14:41:27.256,103.719298,17.9
2026-05-04,14:41:27.256,103.730994,10.5
2026-05-04,14:41:27.256,103.74269,11.0
2026-05-04,14:41:27.256,103.754386,11.7
2026-05-04,14:41:27.256,103.766082,10.8
2026-05-04,14:41:27.256,103.777778,12.1
2026-05-04,14:41:27.256,103.789474,10.5
2026-05-04,14:41:27.256,103.80117,10.5
2026-05-04,14:41:27.256,103.812865,13.7
2026-05-04,14:41:27.256,103.824561,12.1
2026-05-04,14:41:27.256,103.836257,10.8
2026-05-04,14:41:27.256,103.847953,20.9
2026-05-04,14:41:27.256,103.859649,22.0
2026-05-04,14:41:27.256,103.871345,17.3
2026-05-04,14:41:27.256,103.883041,14.1
2026-05-04,14:41:27.256,103.894737,17.6
2026-05-04,14:41:27.256,103.906433,15.5
2026-05-04,14:41:27.256,103.918129,14.4
2026-05-04,14:41:27.256,103.929825,12.3
2026-05-04,14:41:27.256,103.94152,12.4
2026-05-04,14:41:27.256,103.953216,12.8
2026-05-04,14:41:27.256,103.964912,10.7
2026-05-04,14:41:27.256,103.976608,10.8
2026-05-04,14:41:27.256,103.988304,10.2
2026-05-04,14:41:27.256,104.0,9.8
2026-05-04,14:41:30.344,100.0,37.5
2026-05-04,14:41:30.344,100.064516,35.6
2026-05-04,14:41:30.344,100.129032,36.3
2026-05-04,14:41:30.344,100.193548,36.8
2026-05-04,14:41:30.344,100.258065,35.9
2026-05-04,14:41:30.344,100.322581,37.8
2026-05-04,14:41:30.344,100.387097,36.4
2026-05-04,14:41:30.344,100.451613,40.8
2026-05-04,14:41:30.344,100.516129,31.3
2026-05-04,14:41:30.344,100.580645,26.0
2026-05-04,14:41:30.344,100.645161,33.4
2026-05-04,14:41:30.344,100.709677,25.0
2026-05-04,14:41:30.344,100.774194,34.2
2026-05-04,14:41:30.344,100.83871,29.5
2026-05-04,14:41:30.344,100.903226,32.0
2026-05-04,14:41:30.344,100.967742,29.7
2026-05-04,14:41:30.344,101.032258,34.3
2026-05-04,14:41:30.344,101.096774,31.2
2026-05-04,14:41:30.344,101.16129,37.1
2026-05-04,14:41:30.344,101.225806,36.3
2026-05-04,14:41:30.344,101.290323,39.2
2026-05-04,14:41:30.344,101.354839,26.4
2026-05-04,14:41:30.344,101.419355,25.9
2026-05-04,14:41:30.344,101.483871,19.2
2026-05-04,14:41:30.344,101.548387,33.1
2026-05-04,14:41:30.344,101.612903,35.8
2026-05-04,14:41:30.344,101.677419,36.9
2026-05-04,14:41:30.344,101.741935,38.7
2026-05-04,14:41:30.344,101.806452,38.0
2026-05-04,14:41:30.344,101.870968,33.0
2026-05-04,14:41:30.344,101.935484,37.7
2026-05-04,14:41:30.344,102.0,36.3
2026-05-04,14:41:30.344,102.064516,31.8
2026-05-04,14:41:30.344,102.129032,33.8
2026-05-04,14:41:30.344,102.193548,27.1
2026-05-04,14:41:30.344,102.258065,24.5
2026-05-04,14:41:30.344,102.322581,25.9
2026-05-04,14:41:30.344,102.387097,21.2
2026-05-04,14:41:30.344,102.451613,21.9
2026-05-04,14:41:30.344,102.516129,19.8
2026-05-04,14:41:30.344,102.580645,17.6
2026-05-04,14:41:30.344,102.645161,16.7
2026-05-04,14:41:30.344,102.709677,29.9
2026-05-04,14:41:30.344,102.774194,15.2
2026-05-04,14:41:30.344,102.83871,27.7
2026-05-04,14:41:30.344,102.903226,29.2
2026-05-04,14:41:30.344,102.967742,32.2
