Fecha,Hora,Frecuencia (MHz),Nivel (dBuV)
2026-05-01,00:02:38.187,108.0,-14.0
2026-05-01,00:02:38.978,100.0,23.4
2026-05-01,00:02:38.978,108.0,-12.6
2026-05-01,00:02:39.752,100.0,23.4
2026-05-01,00:02:39.752,108.0,-13.1
2026-05-01,00:02:40.510,100.0,23.5
2026-05-01,00:02:40.510,108.0,-13.8
2026-05-01,00:02:41.288,100.0,23.4
2026-05-01,00:02:41.288,108.0,-14.0
2026-05-01,00:02:42.042,100.0,23.5
2026-05-01,00:02:42.042,108.0,-13.7
2026-05-01,00:02:42.796,100.0,23.7
2026-05-01,00:02:42.796,108.0,-13.3
2026-05-01,00:02:43.550,100.0,24.0
2026-05-01,00:02:43.550,108.0,-12.8
2026-05-01,00:02:44.324,100.0,23.2
2026-05-01,00:02:44.324,108.0,-13.5
2026-05-01,00:02:45.091,100.0,23.5
2026-05-01,00:02:45.091,108.0,-13.2
2026-05-01,00:02:45.854,100.0,23.4
2026-05-01,00:02:45.854,108.0,-13.2
2026-05-01,00:02:46.600,100.0,23.2
2026-05-01,00:02:46.600,108.0,-13.1
2026-05-01,00:02:47.350,100.0,23.3
2026-05-01,00:02:47.350,108.0,-13.0
2026-05-01,00:02:48.116,100.0,23.5
2026-05-01,00:02:48.116,108.0,-14.1
2026-05-01,00:02:48.876,100.0,23.7
2026-05-01,00:02:48.876,108.0,-13.9
2026-05-01,00:02:49.655,100.0,23.5
2026-05-01,00:02:49.655,108.0,-13.7
2026-05-01,00:02:50.422,100.0,23.2
2026-05-01,00:02:50.422,108.0,-13.1
2026-05-01,00:02:51.184,100.0,23.5
2026-05-01,00:02:51.184,108.0,-13.8
2026-05-01,00:02:51.948,100.0,23.6
2026-05-01,00:02:51.948,108.0,-13.5
2026-05-01,00:02:52.701,100.0,23.3
2026-05-01,00:02:52.701,108.0,-12.9
2026-05-01,00:02:53.456,100.0,23.5
2026-05-01,00:02:53.456,108.0,-14.0
2026-05-01,00:02:54.204,100.0,23.5
2026-05-01,00:02:54.204,108.0,-12.9
2026-05-01,00:02:54.991,100.0,23.1
2026-05-01,00:02:54.991,108.0,-13.1
2026-05-01,00:02:55.728,100.0,23.6
2026-05-01,00:02:55.728,108.0,-13.9
2026-05-01,00:02:56.509,100.0,22.8
2026-05-01,00:02:56.509,108.0,-12.7
2026-05-01,00:02:57.287,100.0,23.0
2026-05-01,00:02:57.287,108.0,-13.6
2026-05-01,00:02:58.027,100.0,23.0
2026-05-01,00:02:58.027,108.0,-12.8
2026-05-01,00:02:58.782,100.0,22.1
2026-05-01,00:02:58.782,108.0,-13.4
2026-05-01,00:02:59.535,100.0,23.0
2026-05-01,00:02:59.535,108.0,-13.1
